18846 = { 
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18972 = { 
SN = 92000126
ItemId = 5160020
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18973 = { 
SN = 92000127
ItemId = 5160021
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18974 = { 
SN = 92000128
ItemId = 5160022
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18975 = { 
SN = 92000129
ItemId = 5160023
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18976 = { 
SN = 92000130
ItemId = 5160024
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18977 = { 
SN = 92000131
ItemId = 5160025
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18978 = { 
SN = 92000132
ItemId = 5160026
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18979 = { 
SN = 92000133
ItemId = 5160027
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18980 = { 
SN = 92000134
ItemId = 5160028
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18981 = { 
SN = 92000135
ItemId = 5160029
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18982 = { 
SN = 92000136
ItemId = 5160030
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18983 = { 
SN = 92000137
ItemId = 5160031
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18984 = { 
SN = 92000138
ItemId = 5160032
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18985 = { 
SN = 92000139
ItemId = 5160033
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 5
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18986 = { 
SN = 92000140
ItemId = 1003192
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18987 = { 
SN = 92000141
ItemId = 1040154
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18988 = { 
SN = 92000142
ItemId = 1060145
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18989 = { 
SN = 92000143
ItemId = 5130003
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18990 = { 
SN = 92000144
ItemId = 5450003
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18991 = { 
SN = 92000145
ItemId = 1003193
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18992 = { 
SN = 92000146
ItemId = 1041156
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18993 = { 
SN = 92000147
ItemId = 1061166
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18994 = { 
SN = 92000148
ItemId = 5150056
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18995 = { 
SN = 92000149
ItemId = 5152059
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18996 = { 
SN = 92000150
ItemId = 5121026
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18997 = { 
SN = 92000151
ItemId = 1003194
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18998 = { 
SN = 92000152
ItemId = 1050186
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
18999 = { 
SN = 92000153
ItemId = 5040003
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19000 = { 
SN = 92000154
ItemId = 5230001
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19001 = { 
SN = 92000155
ItemId = 1051227
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19002 = { 
SN = 92000156
ItemId = 5150053
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19003 = { 
SN = 92000157
ItemId = 5152057
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19004 = { 
SN = 92000158
ItemId = 5530058
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19005 = { 
SN = 92000159
ItemId = 5530057
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19006 = { 
SN = 92000160
ItemId = 5062000
Count = 5
Price = 0
Bonus = 0
Period = 90
Priority = 99
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19007 = { 
SN = 92000161
ItemId = 5062000
Count = 10
Price = 0
Bonus = 0
Period = 90
Priority = 99
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19008 = { 
SN = 92000162
ItemId = 1112905
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19009 = { 
SN = 92000163
ItemId = 5041001
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19010 = { 
SN = 92000164
ItemId = 5030001
Count = 1
Price = 0
Bonus = 0
Period = 1
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19011 = { 
SN = 92000165
ItemId = 5030005
Count = 1
Price = 0
Bonus = 0
Period = 1
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19012 = { 
SN = 92000166
ItemId = 5030003
Count = 1
Price = 0
Bonus = 0
Period = 1
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19013 = { 
SN = 92000167
ItemId = 5030009
Count = 1
Price = 0
Bonus = 0
Period = 1
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19014 = { 
SN = 92000168
ItemId = 5030011
Count = 1
Price = 0
Bonus = 0
Period = 1
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19015 = { 
SN = 92000169
ItemId = 1102148
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19016 = { 
SN = 92000170
ItemId = 1102149
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19017 = { 
SN = 92000171
ItemId = 5222007
Count = 1
Price = 1
Bonus = 0
Period = 30
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19018 = { 
SN = 92000172
ItemId = 5252017
Count = 1
Price = 0
Bonus = 0
Period = 30
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19019 = { 
SN = 92000173
ItemId = 5000021
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19020 = { 
SN = 92000174
ItemId = 1112908
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19021 = { 
SN = 92000175
ItemId = 5122000
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19022 = { 
SN = 92000176
ItemId = 5510000
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19023 = { 
SN = 92000177
ItemId = 5130000
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19024 = { 
SN = 92000178
ItemId = 5160000
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19025 = { 
SN = 92000179
ItemId = 5160007
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19026 = { 
SN = 92000180
ItemId = 1048001
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19027 = { 
SN = 92000181
ItemId = 5150052
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19028 = { 
SN = 92000182
ItemId = 5151035
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19029 = { 
SN = 92000183
ItemId = 5220000
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19030 = { 
SN = 92000184
ItemId = 5050000
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19031 = { 
SN = 92000185
ItemId = 5040004
Count = 1
Price = 0
Bonus = 0
Period = 1
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19032 = { 
SN = 92000186
ItemId = 1003122
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19033 = { 
SN = 92000187
ItemId = 1003123
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19034 = { 
SN = 92000188
ItemId = 1003072
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19035 = { 
SN = 92000189
ItemId = 1003070
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19036 = { 
SN = 92000190
ItemId = 1003071
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19037 = { 
SN = 92000191
ItemId = 1003010
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19038 = { 
SN = 92000192
ItemId = 1003013
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19039 = { 
SN = 92000193
ItemId = 1003014
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19040 = { 
SN = 92000194
ItemId = 1003015
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19041 = { 
SN = 92000195
ItemId = 1002882
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19042 = { 
SN = 92000196
ItemId = 1002884
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19043 = { 
SN = 92000197
ItemId = 1002822
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19044 = { 
SN = 92000198
ItemId = 1002823
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19045 = { 
SN = 92000199
ItemId = 1002824
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19046 = { 
SN = 92000200
ItemId = 1002836
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19047 = { 
SN = 92000201
ItemId = 1052001
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19048 = { 
SN = 92000202
ItemId = 1052002
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19049 = { 
SN = 92000203
ItemId = 1052005
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19050 = { 
SN = 92000204
ItemId = 1052006
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19051 = { 
SN = 92000205
ItemId = 1052007
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19052 = { 
SN = 92000206
ItemId = 1052008
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19053 = { 
SN = 92000207
ItemId = 1052032
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19054 = { 
SN = 92000208
ItemId = 1052033
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19055 = { 
SN = 92000209
ItemId = 1052034
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19056 = { 
SN = 92000210
ItemId = 1072257
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19057 = { 
SN = 92000211
ItemId = 1072258
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19058 = { 
SN = 92000212
ItemId = 1072259
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19059 = { 
SN = 92000213
ItemId = 1072260
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19060 = { 
SN = 92000214
ItemId = 1072187
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19061 = { 
SN = 92000215
ItemId = 1072188
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19062 = { 
SN = 92000216
ItemId = 1072189
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19063 = { 
SN = 92000217
ItemId = 1082249
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19064 = { 
SN = 92000218
ItemId = 1082224
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19065 = { 
SN = 92000219
ItemId = 1082225
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19066 = { 
SN = 92000220
ItemId = 1082170
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19067 = { 
SN = 92000221
ItemId = 1082171
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19068 = { 
SN = 92000222
ItemId = 1082172
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19069 = { 
SN = 92000223
ItemId = 1082231
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19070 = { 
SN = 92000224
ItemId = 5010000
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19071 = { 
SN = 92000225
ItemId = 5010001
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19072 = { 
SN = 92000226
ItemId = 5010002
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19073 = { 
SN = 92000227
ItemId = 5010003
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19074 = { 
SN = 92000228
ItemId = 5010004
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19075 = { 
SN = 92000229
ItemId = 5010006
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19076 = { 
SN = 92000230
ItemId = 5010007
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19077 = { 
SN = 92000231
ItemId = 1112121
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19078 = { 
SN = 92000232
ItemId = 1112122
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19079 = { 
SN = 92000233
ItemId = 1112123
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19080 = { 
SN = 92000234
ItemId = 1112124
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19081 = { 
SN = 92000235
ItemId = 1112125
Count = 1
Price = 0
Bonus = 0
Period = 7
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19082 = { 
SN = 92000236
ItemId = 5061001
Count = 1
Price = 0
Bonus = 0
Period = 30
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19083 = { 
SN = 92000237
ItemId = 1802354
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19084 = { 
SN = 92000238
ItemId = 5000217
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19085 = { 
SN = 92000239
ItemId = 5040004
Count = 1
Price = 0
Bonus = 0
Period = 1
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19086 = { 
SN = 92000240
ItemId = 5530014
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19087 = { 
SN = 92000241
ItemId = 5000021
Count = 1
Price = 0
Bonus = 0
Period = 0
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
OnSale = 0
Refundable = 0
WebShop = 0
}
19088 = { 
SN = 92000242
ItemId = 5010078
Count = 1
Price = 0
Bonus = 0
Period = 90
Priority = 0
ReqPOP = 0
ReqLEV = 0
Gender = 2
